"","File","Time","condition","variable","value"
"1","p109_4_av.csv",120.521172638436,"hit","FCZ",0.14268
"2","p109_4_av.csv",121.498371335505,"hit","FCZ",0.28181
"3","p109_4_av.csv",122.475570032573,"hit","FCZ",0.42305
"4","p109_4_av.csv",123.452768729642,"hit","FCZ",0.34386
"5","p109_4_av.csv",124.42996742671,"hit","FCZ",0.39791
"6","p109_4_av.csv",125.407166123778,"hit","FCZ",0.47741
"7","p109_4_av.csv",126.384364820847,"hit","FCZ",0.5555
"8","p109_4_av.csv",127.361563517915,"hit","FCZ",0.56801
"9","p109_4_av.csv",128.338762214984,"hit","FCZ",0.64503
"10","p109_4_av.csv",129.315960912052,"hit","FCZ",0.65727
"11","p109_4_av.csv",130.29315960912,"hit","FCZ",0.77211
"12","p109_4_av.csv",131.270358306189,"hit","FCZ",0.81035
"13","p109_4_av.csv",132.247557003257,"hit","FCZ",0.73173
"14","p109_4_av.csv",133.224755700326,"hit","FCZ",0.71748
"15","p109_4_av.csv",134.201954397394,"hit","FCZ",0.59647
"16","p109_4_av.csv",135.179153094463,"hit","FCZ",0.5408
"17","p109_4_av.csv",136.156351791531,"hit","FCZ",0.5833
"18","p109_4_av.csv",137.133550488599,"hit","FCZ",0.63875
"19","p109_4_av.csv",138.110749185668,"hit","FCZ",0.68939
"20","p109_4_av.csv",139.087947882736,"hit","FCZ",0.76796
"21","p109_4_av.csv",140.065146579805,"hit","FCZ",0.76231
"22","p109_4_av.csv",141.042345276873,"hit","FCZ",0.74919
"23","p109_4_av.csv",142.019543973941,"hit","FCZ",0.78475
"24","p109_4_av.csv",142.99674267101,"hit","FCZ",0.90183
"25","p109_4_av.csv",143.973941368078,"hit","FCZ",0.93495
"26","p109_4_av.csv",144.951140065147,"hit","FCZ",0.88117
"27","p109_4_av.csv",145.928338762215,"hit","FCZ",0.89941
"28","p109_4_av.csv",146.905537459283,"hit","FCZ",0.95974
"29","p109_4_av.csv",147.882736156352,"hit","FCZ",1.0977
"30","p109_4_av.csv",148.85993485342,"hit","FCZ",1.0276
"31","p109_4_av.csv",149.837133550489,"hit","FCZ",0.94742
"32","p109_4_av.csv",150.814332247557,"hit","FCZ",0.89817
"33","p109_4_av.csv",151.791530944625,"hit","FCZ",0.94548
"34","p109_4_av.csv",152.768729641694,"hit","FCZ",0.9222
"35","p109_4_av.csv",153.745928338762,"hit","FCZ",0.86336
"36","p109_4_av.csv",154.723127035831,"hit","FCZ",0.99328
"37","p109_4_av.csv",155.700325732899,"hit","FCZ",1.1091
"38","p109_4_av.csv",156.677524429967,"hit","FCZ",1.182
"39","p109_4_av.csv",157.654723127036,"hit","FCZ",1.1658
"40","p109_4_av.csv",158.631921824104,"hit","FCZ",1.2839
"41","p109_4_av.csv",159.609120521173,"hit","FCZ",1.3424
"42","p109_4_av.csv",160.586319218241,"hit","FCZ",1.3827
"43","p109_4_av.csv",161.563517915309,"hit","FCZ",1.3028
"44","p109_4_av.csv",162.540716612378,"hit","FCZ",1.2821
"45","p109_4_av.csv",163.517915309446,"hit","FCZ",1.2901
"46","p109_4_av.csv",164.495114006515,"hit","FCZ",1.1557
"47","p109_4_av.csv",165.472312703583,"hit","FCZ",1.2126
"48","p109_4_av.csv",166.449511400651,"hit","FCZ",1.3128
"49","p109_4_av.csv",167.42671009772,"hit","FCZ",1.3353
"50","p109_4_av.csv",168.403908794788,"hit","FCZ",1.2866
"51","p109_4_av.csv",169.381107491857,"hit","FCZ",1.3112
"52","p109_4_av.csv",170.358306188925,"hit","FCZ",1.2193
"53","p109_4_av.csv",171.335504885993,"hit","FCZ",1.1427
"54","p109_4_av.csv",172.312703583062,"hit","FCZ",1.2063
"55","p109_4_av.csv",173.28990228013,"hit","FCZ",1.1958
"56","p109_4_av.csv",174.267100977199,"hit","FCZ",1.1854
"57","p109_4_av.csv",175.244299674267,"hit","FCZ",1.1385
"58","p109_4_av.csv",176.221498371335,"hit","FCZ",1.1084
"59","p109_4_av.csv",177.198697068404,"hit","FCZ",1.1929
"60","p109_4_av.csv",178.175895765472,"hit","FCZ",1.2949
"61","p109_4_av.csv",179.153094462541,"hit","FCZ",1.3715
"62","p109_4_av.csv",180.130293159609,"hit","FCZ",1.4348
"63","p109_4_av.csv",181.107491856678,"hit","FCZ",1.4378
"64","p109_4_av.csv",182.084690553746,"hit","FCZ",1.434
"65","p109_4_av.csv",183.061889250814,"hit","FCZ",1.3586
"66","p109_4_av.csv",184.039087947883,"hit","FCZ",1.4048
"67","p109_4_av.csv",185.016286644951,"hit","FCZ",1.4556
"68","p109_4_av.csv",185.99348534202,"hit","FCZ",1.4532
"69","p109_4_av.csv",186.970684039088,"hit","FCZ",1.5491
"70","p109_4_av.csv",187.947882736156,"hit","FCZ",1.6131
"71","p109_4_av.csv",188.925081433225,"hit","FCZ",1.5753
"72","p109_4_av.csv",189.902280130293,"hit","FCZ",1.6925
"73","p109_4_av.csv",190.879478827362,"hit","FCZ",1.8148
"74","p109_4_av.csv",191.85667752443,"hit","FCZ",1.8938
"75","p109_4_av.csv",192.833876221498,"hit","FCZ",2.0041
"76","p109_4_av.csv",193.811074918567,"hit","FCZ",2.1208
"77","p109_4_av.csv",194.788273615635,"hit","FCZ",2.2727
"78","p109_4_av.csv",195.765472312704,"hit","FCZ",2.323
"79","p109_4_av.csv",196.742671009772,"hit","FCZ",2.407
"80","p109_4_av.csv",197.71986970684,"hit","FCZ",2.5427
"81","p109_4_av.csv",198.697068403909,"hit","FCZ",2.6777
"82","p109_4_av.csv",199.674267100977,"hit","FCZ",2.7357
"83","p109_4_av.csv",200.651465798046,"hit","FCZ",2.8453
"84","p109_4_av.csv",201.628664495114,"hit","FCZ",3.0261
"85","p109_4_av.csv",202.605863192182,"hit","FCZ",3.0916
"86","p109_4_av.csv",203.583061889251,"hit","FCZ",3.111
"87","p109_4_av.csv",204.560260586319,"hit","FCZ",3.2034
"88","p109_4_av.csv",205.537459283388,"hit","FCZ",3.3141
"89","p109_4_av.csv",206.514657980456,"hit","FCZ",3.5342
"90","p109_4_av.csv",207.491856677524,"hit","FCZ",3.8168
"91","p109_4_av.csv",208.469055374593,"hit","FCZ",3.9302
"92","p109_4_av.csv",209.446254071661,"hit","FCZ",4.0142
"93","p109_4_av.csv",210.42345276873,"hit","FCZ",4.1071
"94","p109_4_av.csv",211.400651465798,"hit","FCZ",4.2259
"95","p109_4_av.csv",212.377850162866,"hit","FCZ",4.4525
"96","p109_4_av.csv",213.355048859935,"hit","FCZ",4.5549
"97","p109_4_av.csv",214.332247557003,"hit","FCZ",4.6293
"98","p109_4_av.csv",215.309446254072,"hit","FCZ",4.8424
"99","p109_4_av.csv",216.28664495114,"hit","FCZ",4.9294
"100","p109_4_av.csv",217.263843648208,"hit","FCZ",4.9426
"101","p109_4_av.csv",218.241042345277,"hit","FCZ",5.0932
"102","p109_4_av.csv",219.218241042345,"hit","FCZ",5.1671
"103","p109_4_av.csv",220.195439739414,"hit","FCZ",5.2152
"104","p109_4_av.csv",221.172638436482,"hit","FCZ",5.2134
"105","p109_4_av.csv",222.14983713355,"hit","FCZ",5.2236
"106","p109_4_av.csv",223.127035830619,"hit","FCZ",5.1884
"107","p109_4_av.csv",224.104234527687,"hit","FCZ",5.0984
"108","p109_4_av.csv",225.081433224756,"hit","FCZ",5.1513
"109","p109_4_av.csv",226.058631921824,"hit","FCZ",5.1854
"110","p109_4_av.csv",227.035830618892,"hit","FCZ",5.1724
"111","p109_4_av.csv",228.013029315961,"hit","FCZ",5.2659
"112","p109_4_av.csv",228.990228013029,"hit","FCZ",5.3693
"113","p109_4_av.csv",229.967426710098,"hit","FCZ",5.4165
"114","p109_4_av.csv",230.944625407166,"hit","FCZ",5.3923
"115","p109_4_av.csv",231.921824104235,"hit","FCZ",5.422
"116","p109_4_av.csv",232.899022801303,"hit","FCZ",5.6384
"117","p109_4_av.csv",233.876221498371,"hit","FCZ",5.7525
"118","p109_4_av.csv",234.85342019544,"hit","FCZ",5.7674
"119","p109_4_av.csv",235.830618892508,"hit","FCZ",5.8673
"120","p109_4_av.csv",236.807817589577,"hit","FCZ",6.0151
"121","p109_4_av.csv",237.785016286645,"hit","FCZ",6.0739
"122","p109_4_av.csv",238.762214983713,"hit","FCZ",5.972
"123","p109_4_av.csv",239.739413680782,"hit","FCZ",6.0519
"124","p109_4_av.csv",240.71661237785,"hit","FCZ",6.2127
"125","p109_4_av.csv",241.693811074919,"hit","FCZ",6.296
"126","p109_4_av.csv",242.671009771987,"hit","FCZ",6.3355
"127","p109_4_av.csv",243.648208469055,"hit","FCZ",6.3699
"128","p109_4_av.csv",244.625407166124,"hit","FCZ",6.3621
"129","p109_4_av.csv",245.602605863192,"hit","FCZ",6.4297
"130","p109_4_av.csv",246.579804560261,"hit","FCZ",6.4392
"131","p109_4_av.csv",247.557003257329,"hit","FCZ",6.4531
"132","p109_4_av.csv",248.534201954397,"hit","FCZ",6.5807
"133","p109_4_av.csv",249.511400651466,"hit","FCZ",6.498
"134","p109_4_av.csv",250.488599348534,"hit","FCZ",6.37
"135","p109_4_av.csv",251.465798045603,"hit","FCZ",6.3807
"136","p109_4_av.csv",252.442996742671,"hit","FCZ",6.3484
"137","p109_4_av.csv",253.420195439739,"hit","FCZ",6.2942
"138","p109_4_av.csv",254.397394136808,"hit","FCZ",6.1651
"139","p109_4_av.csv",255.374592833876,"hit","FCZ",6.1212
"140","p109_4_av.csv",256.351791530945,"hit","FCZ",6.1617
"141","p109_4_av.csv",257.328990228013,"hit","FCZ",6.1025
"142","p109_4_av.csv",258.306188925081,"hit","FCZ",5.8167
"143","p109_4_av.csv",259.28338762215,"hit","FCZ",5.6026
"144","p109_4_av.csv",260.260586319218,"hit","FCZ",5.6
"145","p109_4_av.csv",261.237785016287,"hit","FCZ",5.5752
"146","p109_4_av.csv",262.214983713355,"hit","FCZ",5.4957
"147","p109_4_av.csv",263.192182410423,"hit","FCZ",5.5079
"148","p109_4_av.csv",264.169381107492,"hit","FCZ",5.4763
"149","p109_4_av.csv",265.14657980456,"hit","FCZ",5.4243
"150","p109_4_av.csv",266.123778501629,"hit","FCZ",5.3955
"151","p109_4_av.csv",267.100977198697,"hit","FCZ",5.414
"152","p109_4_av.csv",268.078175895765,"hit","FCZ",5.6046
"153","p109_4_av.csv",269.055374592834,"hit","FCZ",5.5965
"154","p109_4_av.csv",270.032573289902,"hit","FCZ",5.5093
"155","p109_4_av.csv",271.009771986971,"hit","FCZ",5.4676
"156","p109_4_av.csv",271.986970684039,"hit","FCZ",5.4672
"157","p109_4_av.csv",272.964169381107,"hit","FCZ",5.5772
"158","p109_4_av.csv",273.941368078176,"hit","FCZ",5.5459
"159","p109_4_av.csv",274.918566775244,"hit","FCZ",5.5202
"160","p109_4_av.csv",275.895765472313,"hit","FCZ",5.5216
"161","p109_4_av.csv",276.872964169381,"hit","FCZ",5.5653
"162","p109_4_av.csv",277.85016286645,"hit","FCZ",5.7747
"163","p109_4_av.csv",278.827361563518,"hit","FCZ",5.7603
"164","p109_4_av.csv",279.804560260586,"hit","FCZ",5.8315
"165","p109_4_av.csv",280.781758957655,"hit","FCZ",5.9195
"166","p109_4_av.csv",281.758957654723,"hit","FCZ",5.952
"167","p109_4_av.csv",282.736156351792,"hit","FCZ",5.8836
"168","p109_4_av.csv",283.71335504886,"hit","FCZ",5.8631
"169","p109_4_av.csv",284.690553745928,"hit","FCZ",5.8773
"170","p109_4_av.csv",285.667752442997,"hit","FCZ",5.796
"171","p109_4_av.csv",286.644951140065,"hit","FCZ",5.8782
"172","p109_4_av.csv",287.622149837134,"hit","FCZ",5.9316
"173","p109_4_av.csv",288.599348534202,"hit","FCZ",5.9722
"174","p109_4_av.csv",289.57654723127,"hit","FCZ",5.9697
"175","p109_4_av.csv",290.553745928339,"hit","FCZ",6.0693
"176","p109_4_av.csv",291.530944625407,"hit","FCZ",6.0995
"177","p109_4_av.csv",292.508143322476,"hit","FCZ",6.0857
"178","p109_4_av.csv",293.485342019544,"hit","FCZ",6.1233
"179","p109_4_av.csv",294.462540716612,"hit","FCZ",6.0907
"180","p109_4_av.csv",295.439739413681,"hit","FCZ",5.9714
"181","p109_4_av.csv",296.416938110749,"hit","FCZ",5.9596
"182","p109_4_av.csv",297.394136807818,"hit","FCZ",5.9524
"183","p109_4_av.csv",298.371335504886,"hit","FCZ",5.9668
"184","p109_4_av.csv",299.348534201954,"hit","FCZ",6.055
"185","p109_4_av.csv",300.325732899023,"hit","FCZ",6.0976
"186","p109_4_av.csv",301.302931596091,"hit","FCZ",6.1986
"187","p109_4_av.csv",302.28013029316,"hit","FCZ",6.1899
"188","p109_4_av.csv",303.257328990228,"hit","FCZ",6.177
"189","p109_4_av.csv",304.234527687296,"hit","FCZ",6.1129
"190","p109_4_av.csv",305.211726384365,"hit","FCZ",6.075
"191","p109_4_av.csv",306.188925081433,"hit","FCZ",6.0411
"192","p109_4_av.csv",307.166123778502,"hit","FCZ",6.0966
"193","p109_4_av.csv",308.14332247557,"hit","FCZ",6.1234
"194","p109_4_av.csv",309.120521172638,"hit","FCZ",6.0351
"195","p109_4_av.csv",310.097719869707,"hit","FCZ",6.1029
"196","p109_4_av.csv",311.074918566775,"hit","FCZ",6.1054
"197","p109_4_av.csv",312.052117263844,"hit","FCZ",6.1549
"198","p109_4_av.csv",313.029315960912,"hit","FCZ",6.1291
"199","p109_4_av.csv",314.00651465798,"hit","FCZ",6.0892
"200","p109_4_av.csv",314.983713355049,"hit","FCZ",5.9913
"201","p109_4_av.csv",315.960912052117,"hit","FCZ",5.8435
"202","p109_4_av.csv",316.938110749186,"hit","FCZ",5.7792
"203","p109_4_av.csv",317.915309446254,"hit","FCZ",5.6745
"204","p109_4_av.csv",318.892508143323,"hit","FCZ",5.5982
"205","p109_4_av.csv",319.869706840391,"hit","FCZ",5.6472
"206","p109_4_av.csv",320.846905537459,"hit","FCZ",5.6004
"207","p109_4_av.csv",321.824104234528,"hit","FCZ",5.5547
"208","p109_4_av.csv",322.801302931596,"hit","FCZ",5.3885
"209","p109_4_av.csv",323.778501628664,"hit","FCZ",5.2435
"210","p109_4_av.csv",324.755700325733,"hit","FCZ",5.2891
"211","p109_4_av.csv",325.732899022801,"hit","FCZ",5.3392
"212","p109_4_av.csv",326.71009771987,"hit","FCZ",5.3315
"213","p109_4_av.csv",327.687296416938,"hit","FCZ",5.3203
"214","p109_4_av.csv",328.664495114007,"hit","FCZ",5.3845
"215","p109_4_av.csv",329.641693811075,"hit","FCZ",5.3511
"216","p109_4_av.csv",330.618892508143,"hit","FCZ",5.1836
"217","p109_4_av.csv",331.596091205212,"hit","FCZ",5.0594
"218","p109_4_av.csv",332.57328990228,"hit","FCZ",5.0538
"219","p109_4_av.csv",333.550488599349,"hit","FCZ",5.0132
"220","p109_4_av.csv",334.527687296417,"hit","FCZ",4.9399
"221","p109_4_av.csv",335.504885993485,"hit","FCZ",4.8063
"222","p109_4_av.csv",336.482084690554,"hit","FCZ",4.676
"223","p109_4_av.csv",337.459283387622,"hit","FCZ",4.4978
"224","p109_4_av.csv",338.436482084691,"hit","FCZ",4.4575
"225","p109_4_av.csv",339.413680781759,"hit","FCZ",4.405
"226","p109_4_av.csv",340.390879478827,"hit","FCZ",4.3183
"227","p109_4_av.csv",341.368078175896,"hit","FCZ",4.3513
"228","p109_4_av.csv",342.345276872964,"hit","FCZ",4.3194
"229","p109_4_av.csv",343.322475570033,"hit","FCZ",4.1667
"230","p109_4_av.csv",344.299674267101,"hit","FCZ",4.0744
"231","p109_4_av.csv",345.276872964169,"hit","FCZ",4.0891
"232","p109_4_av.csv",346.254071661238,"hit","FCZ",4.0481
"233","p109_4_av.csv",347.231270358306,"hit","FCZ",3.8727
"234","p109_4_av.csv",348.208469055375,"hit","FCZ",3.8002
"235","p109_4_av.csv",349.185667752443,"hit","FCZ",3.6922
"236","p109_4_av.csv",350.162866449511,"hit","FCZ",3.5977
"237","p109_4_av.csv",351.14006514658,"hit","FCZ",3.5062
"238","p109_4_av.csv",352.117263843648,"hit","FCZ",3.4601
"239","p109_4_av.csv",353.094462540717,"hit","FCZ",3.3119
"240","p109_4_av.csv",354.071661237785,"hit","FCZ",3.1698
"241","p109_4_av.csv",355.048859934853,"hit","FCZ",3.0376
"242","p109_4_av.csv",356.026058631922,"hit","FCZ",3.0065
"243","p109_4_av.csv",357.00325732899,"hit","FCZ",2.9664
"244","p109_4_av.csv",357.980456026059,"hit","FCZ",2.861
"245","p109_4_av.csv",358.957654723127,"hit","FCZ",2.7361
"246","p109_4_av.csv",359.934853420195,"hit","FCZ",2.7011
"247","p109_4_av.csv",360.912052117264,"hit","FCZ",2.6815
"248","p109_4_av.csv",361.889250814332,"hit","FCZ",2.5562
"249","p109_4_av.csv",362.866449511401,"hit","FCZ",2.5792
"250","p109_4_av.csv",363.843648208469,"hit","FCZ",2.5904
"251","p109_4_av.csv",364.820846905537,"hit","FCZ",2.4459
"252","p109_4_av.csv",365.798045602606,"hit","FCZ",2.3423
"253","p109_4_av.csv",366.775244299674,"hit","FCZ",2.2632
"254","p109_4_av.csv",367.752442996743,"hit","FCZ",2.1536
"255","p109_4_av.csv",368.729641693811,"hit","FCZ",1.924
"256","p109_4_av.csv",369.70684039088,"hit","FCZ",1.932
"257","p109_4_av.csv",370.684039087948,"hit","FCZ",1.8934
"258","p109_4_av.csv",371.661237785016,"hit","FCZ",1.7387
"259","p109_4_av.csv",372.638436482085,"hit","FCZ",1.7478
"260","p109_4_av.csv",373.615635179153,"hit","FCZ",1.6829
"261","p109_4_av.csv",374.592833876221,"hit","FCZ",1.6123
"262","p109_4_av.csv",375.57003257329,"hit","FCZ",1.4634
"263","p109_4_av.csv",376.547231270358,"hit","FCZ",1.4097
"264","p109_4_av.csv",377.524429967427,"hit","FCZ",1.5095
"265","p109_4_av.csv",378.501628664495,"hit","FCZ",1.5359
"266","p109_4_av.csv",379.478827361564,"hit","FCZ",1.6493
"267","p109_4_av.csv",380.456026058632,"hit","FCZ",1.6199
"268","p109_4_av.csv",381.4332247557,"hit","FCZ",1.454
"269","p109_4_av.csv",382.410423452769,"hit","FCZ",1.3794
"270","p109_4_av.csv",383.387622149837,"hit","FCZ",1.3288
"271","p109_4_av.csv",384.364820846906,"hit","FCZ",1.2022
"272","p109_4_av.csv",385.342019543974,"hit","FCZ",1.2224
"273","p109_4_av.csv",386.319218241042,"hit","FCZ",1.3174
"274","p109_4_av.csv",387.296416938111,"hit","FCZ",1.3964
"275","p109_4_av.csv",388.273615635179,"hit","FCZ",1.3943
"276","p109_4_av.csv",389.250814332248,"hit","FCZ",1.3427
"277","p109_4_av.csv",390.228013029316,"hit","FCZ",1.2594
"278","p109_4_av.csv",391.205211726384,"hit","FCZ",1.1652
"279","p109_4_av.csv",392.182410423453,"hit","FCZ",1.1529
"280","p109_4_av.csv",393.159609120521,"hit","FCZ",1.2344
"281","p109_4_av.csv",394.13680781759,"hit","FCZ",1.3309
"282","p109_4_av.csv",395.114006514658,"hit","FCZ",1.329
"283","p109_4_av.csv",396.091205211726,"hit","FCZ",1.4291
"284","p109_4_av.csv",397.068403908795,"hit","FCZ",1.5336
"285","p109_4_av.csv",398.045602605863,"hit","FCZ",1.5617
"286","p109_4_av.csv",399.022801302932,"hit","FCZ",1.5841
"287","p109_4_av.csv",400,"hit","FCZ",1.6562
"288","p109_4_av.csv",120.521172638436,"miss","FCZ",0.57889
"289","p109_4_av.csv",121.498371335505,"miss","FCZ",0.61576
"290","p109_4_av.csv",122.475570032573,"miss","FCZ",0.51281
"291","p109_4_av.csv",123.452768729642,"miss","FCZ",0.55135
"292","p109_4_av.csv",124.42996742671,"miss","FCZ",0.7171
"293","p109_4_av.csv",125.407166123778,"miss","FCZ",0.86389
"294","p109_4_av.csv",126.384364820847,"miss","FCZ",0.92934
"295","p109_4_av.csv",127.361563517915,"miss","FCZ",0.83574
"296","p109_4_av.csv",128.338762214984,"miss","FCZ",0.82272
"297","p109_4_av.csv",129.315960912052,"miss","FCZ",0.8921
"298","p109_4_av.csv",130.29315960912,"miss","FCZ",0.87387
"299","p109_4_av.csv",131.270358306189,"miss","FCZ",0.76268
"300","p109_4_av.csv",132.247557003257,"miss","FCZ",0.81762
"301","p109_4_av.csv",133.224755700326,"miss","FCZ",0.83345
"302","p109_4_av.csv",134.201954397394,"miss","FCZ",0.75186
"303","p109_4_av.csv",135.179153094463,"miss","FCZ",0.68851
"304","p109_4_av.csv",136.156351791531,"miss","FCZ",0.87144
"305","p109_4_av.csv",137.133550488599,"miss","FCZ",0.81389
"306","p109_4_av.csv",138.110749185668,"miss","FCZ",0.59368
"307","p109_4_av.csv",139.087947882736,"miss","FCZ",0.52691
"308","p109_4_av.csv",140.065146579805,"miss","FCZ",0.53095
"309","p109_4_av.csv",141.042345276873,"miss","FCZ",0.52323
"310","p109_4_av.csv",142.019543973941,"miss","FCZ",0.55799
"311","p109_4_av.csv",142.99674267101,"miss","FCZ",0.51272
"312","p109_4_av.csv",143.973941368078,"miss","FCZ",0.35383
"313","p109_4_av.csv",144.951140065147,"miss","FCZ",0.26243
"314","p109_4_av.csv",145.928338762215,"miss","FCZ",0.29393
"315","p109_4_av.csv",146.905537459283,"miss","FCZ",0.23526
"316","p109_4_av.csv",147.882736156352,"miss","FCZ",0.14964
"317","p109_4_av.csv",148.85993485342,"miss","FCZ",0.09197
"318","p109_4_av.csv",149.837133550489,"miss","FCZ",-0.006
"319","p109_4_av.csv",150.814332247557,"miss","FCZ",0.0144
"320","p109_4_av.csv",151.791530944625,"miss","FCZ",-0.0352
"321","p109_4_av.csv",152.768729641694,"miss","FCZ",-0.0459
"322","p109_4_av.csv",153.745928338762,"miss","FCZ",0.10922
"323","p109_4_av.csv",154.723127035831,"miss","FCZ",0.12232
"324","p109_4_av.csv",155.700325732899,"miss","FCZ",0.09159
"325","p109_4_av.csv",156.677524429967,"miss","FCZ",0.1407
"326","p109_4_av.csv",157.654723127036,"miss","FCZ",0.3284
"327","p109_4_av.csv",158.631921824104,"miss","FCZ",0.31185
"328","p109_4_av.csv",159.609120521173,"miss","FCZ",0.41042
"329","p109_4_av.csv",160.586319218241,"miss","FCZ",0.48278
"330","p109_4_av.csv",161.563517915309,"miss","FCZ",0.47523
"331","p109_4_av.csv",162.540716612378,"miss","FCZ",0.48942
"332","p109_4_av.csv",163.517915309446,"miss","FCZ",0.70099
"333","p109_4_av.csv",164.495114006515,"miss","FCZ",0.82426
"334","p109_4_av.csv",165.472312703583,"miss","FCZ",0.70162
"335","p109_4_av.csv",166.449511400651,"miss","FCZ",0.64225
"336","p109_4_av.csv",167.42671009772,"miss","FCZ",0.76741
"337","p109_4_av.csv",168.403908794788,"miss","FCZ",0.79873
"338","p109_4_av.csv",169.381107491857,"miss","FCZ",0.8818
"339","p109_4_av.csv",170.358306188925,"miss","FCZ",0.87979
"340","p109_4_av.csv",171.335504885993,"miss","FCZ",1.0284
"341","p109_4_av.csv",172.312703583062,"miss","FCZ",1.1455
"342","p109_4_av.csv",173.28990228013,"miss","FCZ",1.1505
"343","p109_4_av.csv",174.267100977199,"miss","FCZ",1.1142
"344","p109_4_av.csv",175.244299674267,"miss","FCZ",1.137
"345","p109_4_av.csv",176.221498371335,"miss","FCZ",1.198
"346","p109_4_av.csv",177.198697068404,"miss","FCZ",1.3007
"347","p109_4_av.csv",178.175895765472,"miss","FCZ",1.3348
"348","p109_4_av.csv",179.153094462541,"miss","FCZ",1.3476
"349","p109_4_av.csv",180.130293159609,"miss","FCZ",1.2788
"350","p109_4_av.csv",181.107491856678,"miss","FCZ",1.3508
"351","p109_4_av.csv",182.084690553746,"miss","FCZ",1.3633
"352","p109_4_av.csv",183.061889250814,"miss","FCZ",1.4349
"353","p109_4_av.csv",184.039087947883,"miss","FCZ",1.4331
"354","p109_4_av.csv",185.016286644951,"miss","FCZ",1.487
"355","p109_4_av.csv",185.99348534202,"miss","FCZ",1.6434
"356","p109_4_av.csv",186.970684039088,"miss","FCZ",1.7231
"357","p109_4_av.csv",187.947882736156,"miss","FCZ",1.7265
"358","p109_4_av.csv",188.925081433225,"miss","FCZ",1.8214
"359","p109_4_av.csv",189.902280130293,"miss","FCZ",1.766
"360","p109_4_av.csv",190.879478827362,"miss","FCZ",1.8794
"361","p109_4_av.csv",191.85667752443,"miss","FCZ",1.9446
"362","p109_4_av.csv",192.833876221498,"miss","FCZ",1.9669
"363","p109_4_av.csv",193.811074918567,"miss","FCZ",2.021
"364","p109_4_av.csv",194.788273615635,"miss","FCZ",1.9386
"365","p109_4_av.csv",195.765472312704,"miss","FCZ",1.8813
"366","p109_4_av.csv",196.742671009772,"miss","FCZ",2.035
"367","p109_4_av.csv",197.71986970684,"miss","FCZ",2.0507
"368","p109_4_av.csv",198.697068403909,"miss","FCZ",2.0826
"369","p109_4_av.csv",199.674267100977,"miss","FCZ",2.2128
"370","p109_4_av.csv",200.651465798046,"miss","FCZ",2.3857
"371","p109_4_av.csv",201.628664495114,"miss","FCZ",2.5343
"372","p109_4_av.csv",202.605863192182,"miss","FCZ",2.6583
"373","p109_4_av.csv",203.583061889251,"miss","FCZ",2.6809
"374","p109_4_av.csv",204.560260586319,"miss","FCZ",2.9083
"375","p109_4_av.csv",205.537459283388,"miss","FCZ",3.1185
"376","p109_4_av.csv",206.514657980456,"miss","FCZ",3.1714
"377","p109_4_av.csv",207.491856677524,"miss","FCZ",3.3166
"378","p109_4_av.csv",208.469055374593,"miss","FCZ",3.4342
"379","p109_4_av.csv",209.446254071661,"miss","FCZ",3.4011
"380","p109_4_av.csv",210.42345276873,"miss","FCZ",3.429
"381","p109_4_av.csv",211.400651465798,"miss","FCZ",3.4795
"382","p109_4_av.csv",212.377850162866,"miss","FCZ",3.5672
"383","p109_4_av.csv",213.355048859935,"miss","FCZ",3.5552
"384","p109_4_av.csv",214.332247557003,"miss","FCZ",3.7131
"385","p109_4_av.csv",215.309446254072,"miss","FCZ",3.8407
"386","p109_4_av.csv",216.28664495114,"miss","FCZ",3.8487
"387","p109_4_av.csv",217.263843648208,"miss","FCZ",4.08
"388","p109_4_av.csv",218.241042345277,"miss","FCZ",4.2932
"389","p109_4_av.csv",219.218241042345,"miss","FCZ",4.2672
"390","p109_4_av.csv",220.195439739414,"miss","FCZ",4.3006
"391","p109_4_av.csv",221.172638436482,"miss","FCZ",4.3383
"392","p109_4_av.csv",222.14983713355,"miss","FCZ",4.416
"393","p109_4_av.csv",223.127035830619,"miss","FCZ",4.6028
"394","p109_4_av.csv",224.104234527687,"miss","FCZ",4.5912
"395","p109_4_av.csv",225.081433224756,"miss","FCZ",4.5665
"396","p109_4_av.csv",226.058631921824,"miss","FCZ",4.749
"397","p109_4_av.csv",227.035830618892,"miss","FCZ",4.7139
"398","p109_4_av.csv",228.013029315961,"miss","FCZ",4.544
"399","p109_4_av.csv",228.990228013029,"miss","FCZ",4.5184
"400","p109_4_av.csv",229.967426710098,"miss","FCZ",4.6469
"401","p109_4_av.csv",230.944625407166,"miss","FCZ",4.7151
"402","p109_4_av.csv",231.921824104235,"miss","FCZ",4.7593
"403","p109_4_av.csv",232.899022801303,"miss","FCZ",4.6638
"404","p109_4_av.csv",233.876221498371,"miss","FCZ",4.5058
"405","p109_4_av.csv",234.85342019544,"miss","FCZ",4.3379
"406","p109_4_av.csv",235.830618892508,"miss","FCZ",4.2527
"407","p109_4_av.csv",236.807817589577,"miss","FCZ",4.3525
"408","p109_4_av.csv",237.785016286645,"miss","FCZ",4.3645
"409","p109_4_av.csv",238.762214983713,"miss","FCZ",4.3953
"410","p109_4_av.csv",239.739413680782,"miss","FCZ",4.3825
"411","p109_4_av.csv",240.71661237785,"miss","FCZ",4.2927
"412","p109_4_av.csv",241.693811074919,"miss","FCZ",4.2191
